route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
275_199_BLT,275,199,,,3,http://www.ResRobot.se,,
276_549_BLT,276,549,,,3,http://www.ResRobot.se,,
261_1365_BLT,261,65,,,3,http://www.ResRobot.se,,
637_601_BLT,637,1,,,3,http://www.ResRobot.se,,
276_603_BLT,276,3,,,3,http://www.ResRobot.se,,
279_6720_BLT_262,279,720,,,3,http://www.ResRobot.se,,
251_301_BLT,251,301,,,3,http://www.ResRobot.se,,
275_168_BLT,275,168,,,3,http://www.ResRobot.se,,
253_546_BLT,253,546,,,3,http://www.ResRobot.se,,
269_623_TLT_271,269,623,Länstaxi,,3,http://www.ResRobot.se,,
261_692_BLT,261,692,,,3,http://www.ResRobot.se,,
269_236_BLT_272,269,236,,,3,http://www.ResRobot.se,,
256_66_BLT,256,66,,,3,http://www.ResRobot.se,,
267_351_BLT,267,351,,,3,http://www.ResRobot.se,,
269_623_TLT_272,269,623,Länstaxi,,3,http://www.ResRobot.se,,
269_53_BLT_273,269,53,,,3,http://www.ResRobot.se,,
269_631_TLT_272,269,631,Länstaxi,,3,http://www.ResRobot.se,,
253_217_BLT,253,17,,,3,http://www.ResRobot.se,,
269_631_TLT_271,269,631,Länstaxi,,3,http://www.ResRobot.se,,
276_161_TLT,276,161,Länstaxi,,3,http://www.ResRobot.se,,
815_1_B,815,4801,,,3,http://www.ResRobot.se,,
602_40_BLT,602,40,,,3,http://www.ResRobot.se,,
276_202_BLT,276,202,,,3,http://www.ResRobot.se,,
279_6223_BLT_262,279,Blå E,BLÅ EXPRESS,,3,http://www.ResRobot.se,,
269_420_BLT_272,269,420,,,3,http://www.ResRobot.se,,
269_420_BLT_273,269,420,,,3,http://www.ResRobot.se,,
253_445_TLT,253,445,Länstaxi,,3,http://www.ResRobot.se,,
279_5182_BLT_262,279,182,,,3,http://www.ResRobot.se,,
276_470_BLT,276,470,,,3,http://www.ResRobot.se,,
279_4871_BLT_262,279,871,,,3,http://www.ResRobot.se,,
279_4062_BLT_262,279,62,,,3,http://www.ResRobot.se,,
289_801_BLT,289,801,,,3,http://www.ResRobot.se,,
279_5084_BLT_262,279,84,,,3,http://www.ResRobot.se,,
269_571_TLT_271,269,571,Länstaxi,,3,http://www.ResRobot.se,,
253_445_BLT,253,445,,,3,http://www.ResRobot.se,,
279_4811_BLT_262,279,11,,,3,http://www.ResRobot.se,,
269_503_BLT_273,269,503,,,3,http://www.ResRobot.se,,
275_615_BLT,275,615,,,3,http://www.ResRobot.se,,
269_571_TLT_272,269,571,Länstaxi,,3,http://www.ResRobot.se,,
269_203_BLT_272,269,203,,,3,http://www.ResRobot.se,,
647_14_BLT,647,14,,,3,http://www.ResRobot.se,,
279_3022_BLT_262,279,2,,,3,http://www.ResRobot.se,,
276_161_BLT,276,161,,,3,http://www.ResRobot.se,,
256_151_BLT,256,151,,,3,http://www.ResRobot.se,,
279_3313_BLT_262,279,313,,,3,http://www.ResRobot.se,,
269_134_BLT,269,134,,,3,http://www.ResRobot.se,,
279_6988_BLT_262,279,988,,,3,http://www.ResRobot.se,,
276_141_BLT,276,141,,,3,http://www.ResRobot.se,,
279_2319_BLT_262,279,319,,,3,http://www.ResRobot.se,,
279_2381_BLT_262,279,381,,,3,http://www.ResRobot.se,,
254_81_BLT,254,81,,,3,http://www.ResRobot.se,,
279_5382_BLT_262,279,82 N,,,3,http://www.ResRobot.se,,
275_806_BLT,275,806,,,3,http://www.ResRobot.se,,
289_305_BLT,289,305,,,3,http://www.ResRobot.se,,
275_413_BLT,275,413,,,3,http://www.ResRobot.se,,
256_18_BLT,256,18,,,3,http://www.ResRobot.se,,
276_674_BLT,276,4,,,3,http://www.ResRobot.se,,
279_2305_BLT_262,279,305,,,3,http://www.ResRobot.se,,
251_753_BLT,251,753,,,3,http://www.ResRobot.se,,
279_3203_BLT_262,279,203,,,3,http://www.ResRobot.se,,
268_903_BLT,268,3,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
269_779_TLT_272,269,779,Länstaxi,,3,http://www.ResRobot.se,,
253_520_BLT,253,520,,,3,http://www.ResRobot.se,,
279_2161_BLT_262,279,161,,,3,http://www.ResRobot.se,,
254_326_BLT,254,326,,,3,http://www.ResRobot.se,,
251_223_BLT,251,223,,,3,http://www.ResRobot.se,,
276_243_TLT,276,243,Länstaxi,,3,http://www.ResRobot.se,,
269_247_BLT_273,269,247,,,3,http://www.ResRobot.se,,
269_247_BLT_272,269,247,,,3,http://www.ResRobot.se,,
279_4042_BLT_262,279,42,,,3,http://www.ResRobot.se,,
279_6357_BLT_262,279,357,,,3,http://www.ResRobot.se,,
279_3300_BLT_262,279,300,,,3,http://www.ResRobot.se,,
279_6314_BLT_262,279,314,,,3,http://www.ResRobot.se,,
252_332_TLT,252,332,Länstaxi,,3,http://www.ResRobot.se,,
269_430_BLT_272,269,430,,,3,http://www.ResRobot.se,,
251_3_BLT,251,3,,,3,http://www.ResRobot.se,,
275_756_BLT,275,756,,,3,http://www.ResRobot.se,,
276_733_BLT,276,3,,,3,http://www.ResRobot.se,,
279_3610_BLT_262,279,610,,,3,http://www.ResRobot.se,,
267_94_BLT,267,94,,,3,http://www.ResRobot.se,,
258_330_BLT,258,330,,,3,http://www.ResRobot.se,,
276_346_BLT,276,346,,,3,http://www.ResRobot.se,,
266_81_TLT,266,81,Länstaxi,,3,http://www.ResRobot.se,,
276_BPT_430,276,1272,Pågatåg Ersättningsbuss,,3,http://www.ResRobot.se,,
269_753_TLT_272,269,753,Länstaxi,,3,http://www.ResRobot.se,,
268_49_BLT,268,49,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
279_4831_BLT_262,279,831,,,3,http://www.ResRobot.se,,
269_640_TLT_272,269,640,Länstaxi,,3,http://www.ResRobot.se,,
251_826_BLT,251,826,,,3,http://www.ResRobot.se,,
266_4461_BLT,266,461,,,3,http://www.ResRobot.se,,
269_149_BLT_272,269,149,,,3,http://www.ResRobot.se,,
268_28_BLT,268,28,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
268_606_BLT,268,6,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
279_4679_BLT_262,279,679,,,3,http://www.ResRobot.se,,
261_1330_BLT,261,30,,,3,http://www.ResRobot.se,,
254_136_BLT,254,136,,,3,http://www.ResRobot.se,,
269_228_BLT,269,228,,,3,http://www.ResRobot.se,,
253_413_BLT,253,413,,,3,http://www.ResRobot.se,,
279_5019_BLT_262,279,19,,,3,http://www.ResRobot.se,,
279_4024_BLT_262,279,24,,,3,http://www.ResRobot.se,,
266_24_BLT,266,24,Brukslinjen,,3,http://www.ResRobot.se,,
269_668_TLT_272,269,668,Länstaxi,,3,http://www.ResRobot.se,,
269_636_TLT_272,269,636,Länstaxi,,3,http://www.ResRobot.se,,
269_636_TLT_271,269,636,Länstaxi,,3,http://www.ResRobot.se,,
267_374_BLT,267,374,,,3,http://www.ResRobot.se,,
268_151_BLT,268,151,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
321_JLT,321,,Dal-Västra Värmlands Järnväg,,2,http://www.ResRobot.se,,
279_4764_BLT_262,279,764,,,3,http://www.ResRobot.se,,
252_557_TLT,252,557,Länstaxi,,3,http://www.ResRobot.se,,
279_4630_BLT_262,279,630,,,3,http://www.ResRobot.se,,
257_11_BLT,257,11,,,3,http://www.ResRobot.se,,
269_525_BLT,269,25,,,3,http://www.ResRobot.se,,
275_835_BLT,275,835,,,3,http://www.ResRobot.se,,
269_743_TLT_272,269,743,Länstaxi,,3,http://www.ResRobot.se,,
229_J_74,229,,NSB/SJ,,2,http://www.ResRobot.se,,
276_243_BLT,276,243,,,3,http://www.ResRobot.se,,
275_201_BLT,275,201,,,3,http://www.ResRobot.se,,
252_672_BLT,252,672,,,3,http://www.ResRobot.se,,
279_6543_BLT_262,279,543,,,3,http://www.ResRobot.se,,
252_30_BLT,252,30,,,3,http://www.ResRobot.se,,
254_342_BLT,254,342,,,3,http://www.ResRobot.se,,
279_4834_BLT_262,279,834,,,3,http://www.ResRobot.se,,
253_201_BLT,253,1,,,3,http://www.ResRobot.se,,
252_602_BLT,252,602,,,3,http://www.ResRobot.se,,
279_6744_BLT_262,279,744,,,3,http://www.ResRobot.se,,
252_590_BLT,252,590,,,3,http://www.ResRobot.se,,
269_221_BLT,269,221,,,3,http://www.ResRobot.se,,
276_158_BLT,276,158,,,3,http://www.ResRobot.se,,
279_2101_BLT_262,279,101,,,3,http://www.ResRobot.se,,
266_81_BLT,266,81,,,3,http://www.ResRobot.se,,
254_311_BLT,254,311,,,3,http://www.ResRobot.se,,
320_19_FLT,320,19,,,4,http://www.ResRobot.se,,
275_433_BLT,275,433,,,3,http://www.ResRobot.se,,
267_373_BLT,267,373,,,3,http://www.ResRobot.se,,
279_2404_BLT_262,279,404,,,3,http://www.ResRobot.se,,
269_164_BLT_271,269,164,,,3,http://www.ResRobot.se,,
279_6319_BLT_262,279,319,,,3,http://www.ResRobot.se,,
269_623_BLT_271,269,623,,,3,http://www.ResRobot.se,,
279_2840_TLT_262,279,240,Länstaxi,,3,http://www.ResRobot.se,,
276_229_BLT,276,229,,,3,http://www.ResRobot.se,,
279_4868_BLT_262,279,867,,,3,http://www.ResRobot.se,,
276_3_BLT,276,3,,,3,http://www.ResRobot.se,,
255_284_BLT,255,284,,,3,http://www.ResRobot.se,,
275_637_BLT,275,637,,,3,http://www.ResRobot.se,,
279_5094_BLT_262,279,94,,,3,http://www.ResRobot.se,,
647_6_BLT,647,6,,,3,http://www.ResRobot.se,,
253_1003_SLT,253,3,,,0,http://www.ResRobot.se,,
267_406_BLT,267,406,,,3,http://www.ResRobot.se,,
251_184_BLT,251,184,,,3,http://www.ResRobot.se,,
694_BRE_74,694,7404,,,3,http://www.ResRobot.se,,
253_619_TLT,253,619,Länstaxi,,3,http://www.ResRobot.se,,
254_239_BLT,254,239,,,3,http://www.ResRobot.se,,
258_434_BLT,258,434,,,3,http://www.ResRobot.se,,
279_6906_BLT_262,279,906,,,3,http://www.ResRobot.se,,
279_4936_BLT_262,279,936,,,3,http://www.ResRobot.se,,
254_12_BLT,254,12,,,3,http://www.ResRobot.se,,
279_6739_BLT_262,279,739,,,3,http://www.ResRobot.se,,
261_665_TLT,261,665,Länstaxi,,3,http://www.ResRobot.se,,
269_329_BLT_272,269,329,,,3,http://www.ResRobot.se,,
252_635_BLT,252,635,,,3,http://www.ResRobot.se,,
320_31_FLT,320,31,,,4,http://www.ResRobot.se,,
269_537_BLT_272,269,537,,,3,http://www.ResRobot.se,,
252_332_BLT,252,332,,,3,http://www.ResRobot.se,,
252_514_BLT,252,514,,,3,http://www.ResRobot.se,,
251_2_BLT,251,2,,,3,http://www.ResRobot.se,,
253_429_BLT,253,429,,,3,http://www.ResRobot.se,,
276_159_BLT,276,159,,,3,http://www.ResRobot.se,,
267_724_BLT,267,724,,,3,http://www.ResRobot.se,,
269_505_BLT_273,269,505,,,3,http://www.ResRobot.se,,
279_6939_BLT_262,279,939,,,3,http://www.ResRobot.se,,
275_652_BLT,275,652,,,3,http://www.ResRobot.se,,
254_350_BLT,254,350,,,3,http://www.ResRobot.se,,
602_6_BLT,602,6,,,3,http://www.ResRobot.se,,
275_164_BLT,275,164,,,3,http://www.ResRobot.se,,
265_205_BLT,265,205,,,3,http://www.ResRobot.se,,
275_628_BLT,275,628,,,3,http://www.ResRobot.se,,
279_4421_BLT_262,279,421,,,3,http://www.ResRobot.se,,
261_1603_BLT,261,3,,,3,http://www.ResRobot.se,,
269_746_TLT_272,269,746,Länstaxi,,3,http://www.ResRobot.se,,
279_6354_BLT_262,279,354,,,3,http://www.ResRobot.se,,
601_2_BLT_265,601,2,,,3,http://www.ResRobot.se,,
279_3723_TLT_262,279,229,Länstaxi,,3,http://www.ResRobot.se,,
279_3230_BLT_262,279,230,,,3,http://www.ResRobot.se,,
269_432_BLT_272,269,432,,,3,http://www.ResRobot.se,,
279_6907_BLT_262,279,907,,,3,http://www.ResRobot.se,,
253_439_BLT,253,439,,,3,http://www.ResRobot.se,,
279_6583_BLT_262,279,583,,,3,http://www.ResRobot.se,,
269_607_TLT_272,269,607,Länstaxi,,3,http://www.ResRobot.se,,
267_203_BLT,267,203,,,3,http://www.ResRobot.se,,
256_139_BLT,256,139,,,3,http://www.ResRobot.se,,
275_713_BLT,275,713,,,3,http://www.ResRobot.se,,
275_72_BLT,275,72,,,3,http://www.ResRobot.se,,
256_157_BLT,256,157,,,3,http://www.ResRobot.se,,
275_842_BLT,275,842,,,3,http://www.ResRobot.se,,
266_12_BLT,266,12,,,3,http://www.ResRobot.se,,
279_4755_BLT_262,279,755,,,3,http://www.ResRobot.se,,
269_241_BLT_273,269,241,,,3,http://www.ResRobot.se,,
253_287_BLT,253,287,,,3,http://www.ResRobot.se,,
275_795_BLT,275,795,,,3,http://www.ResRobot.se,,
251_524_BLT,251,524,,,3,http://www.ResRobot.se,,
279_2351_BLT_262,279,351,,,3,http://www.ResRobot.se,,
268_403_BLT,268,3,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
269_424_BLT_272,269,424,,,3,http://www.ResRobot.se,,
269_424_BLT_273,269,424,,,3,http://www.ResRobot.se,,
265_702_BLT,265,702,,,3,http://www.ResRobot.se,,
261_1503_BLT,261,3,,,3,http://www.ResRobot.se,,
254_JLT_609,254,,Krösa,,2,http://www.ResRobot.se,,
267_104_BLT,267,104,,,3,http://www.ResRobot.se,,
269_638_TLT_272,269,638,Länstaxi,,3,http://www.ResRobot.se,,
269_608_TLT_272,269,608,Länstaxi,,3,http://www.ResRobot.se,,
269_608_TLT_271,269,608,Länstaxi,,3,http://www.ResRobot.se,,
267_62_BLT,267,62,,,3,http://www.ResRobot.se,,
276_702_BLT,276,2,,,3,http://www.ResRobot.se,,
275_463_BLT,275,463,,,3,http://www.ResRobot.se,,
269_679_TLT_272,269,679,Länstaxi,,3,http://www.ResRobot.se,,
269_600_TLT_272,269,600,Länstaxi,,3,http://www.ResRobot.se,,
276_404_BLT,276,4,SkåneExpressen,,3,http://www.ResRobot.se,,
279_3131_BLT_262,279,131,,,3,http://www.ResRobot.se,,
269_106_BLT_272,269,106,,,3,http://www.ResRobot.se,,
269_106_BLT_273,269,106,,,3,http://www.ResRobot.se,,
256_422_BLT,256,422,,,3,http://www.ResRobot.se,,
251_103_BLT,251,103,,,3,http://www.ResRobot.se,,
279_4802_BLT_262,279,2,,,3,http://www.ResRobot.se,,
255_154_BLT,255,154,,,3,http://www.ResRobot.se,,
265_702_TLT,265,702,Länstaxi,,3,http://www.ResRobot.se,,
279_4833_BLT_262,279,833,,,3,http://www.ResRobot.se,,
269_775_TLT_272,269,775,Länstaxi,,3,http://www.ResRobot.se,,
275_555_BLT,275,555,,,3,http://www.ResRobot.se,,
253_116_BLT,253,116,,,3,http://www.ResRobot.se,,
269_192_BLT,269,192,,,3,http://www.ResRobot.se,,
253_571_TLT,253,571,Länstaxi,,3,http://www.ResRobot.se,,
269_794_TLT_272,269,794,Länstaxi,,3,http://www.ResRobot.se,,
269_6_BLT_272,269,6,,,3,http://www.ResRobot.se,,
275_156_BLT,275,156,,,3,http://www.ResRobot.se,,
279_5158_BLT_262,279,158,,,3,http://www.ResRobot.se,,
258_3313_BLT,258,313,,,3,http://www.ResRobot.se,,
268_67_TLT,268,67,Länstaxi,,3,http://www.ResRobot.se,,
261_228_TLT,261,228,Länstaxi,,3,http://www.ResRobot.se,,
253_187_BLT,253,187,,,3,http://www.ResRobot.se,,
269_126_BLT,269,126,,,3,http://www.ResRobot.se,,
261_1507_BLT,261,7,,,3,http://www.ResRobot.se,,
319_JLT,319,,Engelsberg-Norbergs järnväg,,2,http://www.ResRobot.se,,
275_862_BLT,275,862,,,3,http://www.ResRobot.se,,
252_636_BLT,252,636,,,3,http://www.ResRobot.se,,
279_6356_BLT_262,279,356,,,3,http://www.ResRobot.se,,
258_211_BLT,258,211,,,3,http://www.ResRobot.se,,
275_573_BLT,275,573N,,,3,http://www.ResRobot.se,,
269_501_TLT_272,269,501,Länstaxi,,3,http://www.ResRobot.se,,
276_532_BLT,276,532,,,3,http://www.ResRobot.se,,
269_724_TLT_272,269,724,Länstaxi,,3,http://www.ResRobot.se,,
275_135_BLT,275,135,,,3,http://www.ResRobot.se,,
253_413_TLT,253,413,Länstaxi,,3,http://www.ResRobot.se,,
279_3062_BLT_262,279,2,,,3,http://www.ResRobot.se,,
269_405_BLT_273,269,405,,,3,http://www.ResRobot.se,,
279_4673_BLT_262,279,673,,,3,http://www.ResRobot.se,,
254_115_BLT,254,115,,,3,http://www.ResRobot.se,,
255_850_BLT,255,850,,,3,http://www.ResRobot.se,,
289_103_BLT,289,3,,,3,http://www.ResRobot.se,,
269_243_BLT_272,269,243,,,3,http://www.ResRobot.se,,
269_90_BLT,269,90,,,3,http://www.ResRobot.se,,
276_739_BLT,276,9,,,3,http://www.ResRobot.se,,
279_4850_BLT_262,279,850,,,3,http://www.ResRobot.se,,
279_4858_BLT_262,279,858,,,3,http://www.ResRobot.se,,
289_724_BLT,289,724,,,3,http://www.ResRobot.se,,
320_36_FLT,320,36,,,4,http://www.ResRobot.se,,
268_150_BLT,268,150,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
637_606_BLT,637,4,,,3,http://www.ResRobot.se,,
251_860_BLT,251,860,,,3,http://www.ResRobot.se,,
276_651_BLT,276,1,,,3,http://www.ResRobot.se,,
279_6966_BLT_262,279,966,,,3,http://www.ResRobot.se,,
267_753_BLT,267,753,,,3,http://www.ResRobot.se,,
279_3068_BLT_262,279,8,,,3,http://www.ResRobot.se,,
269_135_BLT,269,135,,,3,http://www.ResRobot.se,,
275_434_BLT,275,434,,,3,http://www.ResRobot.se,,
279_5517_BLT_262,279,517,,,3,http://www.ResRobot.se,,
265_260_BLT,265,260,,,3,http://www.ResRobot.se,,
269_419_BLT_272,269,419,,,3,http://www.ResRobot.se,,
275_610_BLT,275,610,,,3,http://www.ResRobot.se,,
269_26_BLT_273,269,26,,,3,http://www.ResRobot.se,,
275_18_ULT,275,18,,,1,http://www.ResRobot.se,,
269_683_TLT_272,269,683,Länstaxi,,3,http://www.ResRobot.se,,
253_613_BLT,253,613,,,3,http://www.ResRobot.se,,
267_317_BLT,267,317,,,3,http://www.ResRobot.se,,
269_302_BLT_272,269,302,,,3,http://www.ResRobot.se,,
266_63_BLT,266,63,,,3,http://www.ResRobot.se,,
269_132_BLT_271,269,132,,,3,http://www.ResRobot.se,,
269_26_BLT_271,269,26,,,3,http://www.ResRobot.se,,
269_132_BLT_272,269,132,,,3,http://www.ResRobot.se,,
269_438_BLT,269,438,,,3,http://www.ResRobot.se,,
268_504_BLT,268,4,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
275_821_BLT,275,821,,,3,http://www.ResRobot.se,,
269_98_BLT_272,269,98,,,3,http://www.ResRobot.se,,
279_2866_TLT_262,279,266,Länstaxi,,3,http://www.ResRobot.se,,
254_42_BLT,254,42,,,3,http://www.ResRobot.se,,
276_672_BLT,276,2,,,3,http://www.ResRobot.se,,
279_4140_TLT_262,279,640,Länstaxi,,3,http://www.ResRobot.se,,
267_215_BLT,267,215,,,3,http://www.ResRobot.se,,
254_246_BLT,254,246,,,3,http://www.ResRobot.se,,
279_6373_BLT_262,279,373,,,3,http://www.ResRobot.se,,
268_64_BLT,268,64,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
275_503_BLT,275,503,,,3,http://www.ResRobot.se,,
276_731_BLT,276,1,,,3,http://www.ResRobot.se,,
269_429_TLT_271,269,429,Länstaxi,,3,http://www.ResRobot.se,,
252_554_BLT,252,554,,,3,http://www.ResRobot.se,,
265_306_TLT,265,306,Länstaxi,,3,http://www.ResRobot.se,,
279_6305_TLT_262,279,305,Länstaxi,,3,http://www.ResRobot.se,,
269_451_BLT,269,1,,,3,http://www.ResRobot.se,,
267_203_TLT,267,203,Länstaxi,,3,http://www.ResRobot.se,,
320_50_FLT,320,50,,,4,http://www.ResRobot.se,,
269_314_BLT_272,269,314,,,3,http://www.ResRobot.se,,
289_314_BLT,289,314,,,3,http://www.ResRobot.se,,
275_157_BLT,275,157X,,,3,http://www.ResRobot.se,,
327_BXBN,327,,Bus4You,,3,http://www.ResRobot.se,,
254_14_BLT,254,14,,,3,http://www.ResRobot.se,,
253_484_BLT,253,484,,,3,http://www.ResRobot.se,,
279_4261_TLT_262,279,761,Länstaxi,,3,http://www.ResRobot.se,,
275_702_BLT,275,702,,,3,http://www.ResRobot.se,,
256_421_BLT,256,421,,,3,http://www.ResRobot.se,,
279_3855_TLT_262,279,615,Länstaxi,,3,http://www.ResRobot.se,,
266_552_TLT,266,552,Länstaxi,,3,http://www.ResRobot.se,,
269_262_BLT_273,269,262,,,3,http://www.ResRobot.se,,
267_353_BLT,267,353,,,3,http://www.ResRobot.se,,
279_5075_BLT_262,279,75,,,3,http://www.ResRobot.se,,
253_210_BLT,253,10,,,3,http://www.ResRobot.se,,
279_6563_BLT_262,279,563,,,3,http://www.ResRobot.se,,
275_639_BLT,275,639,,,3,http://www.ResRobot.se,,
269_214_BLT,269,214,,,3,http://www.ResRobot.se,,
279_6946_BLT_262,279,946,,,3,http://www.ResRobot.se,,
252_415_TLT,252,415,Länstaxi,,3,http://www.ResRobot.se,,
269_763_TLT_272,269,763,Länstaxi,,3,http://www.ResRobot.se,,
275_883_BLT,275,883,,,3,http://www.ResRobot.se,,
279_4132_TLT_262,279,632,Länstaxi,,3,http://www.ResRobot.se,,
289_705_BLT,289,705,,,3,http://www.ResRobot.se,,
268_19_BLT,268,19,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
276_698_BLT,276,98,,,3,http://www.ResRobot.se,,
276_410_BLT,276,10,SkåneExpressen10,,3,http://www.ResRobot.se,,
279_5013_SLT_262,279,13,,,0,http://www.ResRobot.se,,
279_4051_BLT_262,279,51,,,3,http://www.ResRobot.se,,
279_4918_BLT_262,279,918,,,3,http://www.ResRobot.se,,
254_117_BLT,254,117,,,3,http://www.ResRobot.se,,
267_65_BLT,267,65,,,3,http://www.ResRobot.se,,
279_6411_BLT_262,279,411,,,3,http://www.ResRobot.se,,
269_176_BLT_272,269,176,,,3,http://www.ResRobot.se,,
267_626_BLT,267,626,,,3,http://www.ResRobot.se,,
266_13_BLT,266,13,,,3,http://www.ResRobot.se,,
267_40_BLT,267,40,,,3,http://www.ResRobot.se,,
275_114_BLT,275,114,,,3,http://www.ResRobot.se,,
275_414_BLT,275,414,,,3,http://www.ResRobot.se,,
279_6915_BLT_262,279,915,,,3,http://www.ResRobot.se,,
252_483_TLT,252,483,Länstaxi,,3,http://www.ResRobot.se,,
267_142_BLT,267,142,,,3,http://www.ResRobot.se,,
267_503_BLT,267,503,,,3,http://www.ResRobot.se,,
265_98_TLT,265,98,Länstaxi,,3,http://www.ResRobot.se,,
275_815_BLT,275,815C,,,3,http://www.ResRobot.se,,
637_604_BLT,637,4,,,3,http://www.ResRobot.se,,
269_707_TLT_272,269,707,Länstaxi,,3,http://www.ResRobot.se,,
269_616_TLT_272,269,616,Länstaxi,,3,http://www.ResRobot.se,,
279_4952_BLT_262,279,952,,,3,http://www.ResRobot.se,,
265_701_TLT,265,701,Länstaxi,,3,http://www.ResRobot.se,,
269_642_TLT_272,269,642,Länstaxi,,3,http://www.ResRobot.se,,
269_155_BLT_271,269,155,,,3,http://www.ResRobot.se,,
279_4039_BLT_262,279,39,,,3,http://www.ResRobot.se,,
269_619_TLT_272,269,619,Länstaxi,,3,http://www.ResRobot.se,,
261_1614_TLT,261,14,Länstaxi,,3,http://www.ResRobot.se,,
267_27_BLT,267,27,,,3,http://www.ResRobot.se,,
269_1_BLT_272,269,1,,,3,http://www.ResRobot.se,,
268_83_BLT,268,83,X-Tåget Ersättningsbuss,,3,http://www.ResRobot.se,,
252_543_BLT,252,543,,,3,http://www.ResRobot.se,,
252_337_BLT,252,337,,,3,http://www.ResRobot.se,,
254_248_BLT,254,248,,,3,http://www.ResRobot.se,,
269_29_BLT_273,269,29,,,3,http://www.ResRobot.se,,
269_29_BLT_272,269,29,,,3,http://www.ResRobot.se,,
275_695_BLT,275,695,,,3,http://www.ResRobot.se,,
275_687_BLT,275,687,,,3,http://www.ResRobot.se,,
265_51_BLT,265,51,,,3,http://www.ResRobot.se,,
276_340_BLT,276,340,,,3,http://www.ResRobot.se,,
254_354_BLT,254,354,,,3,http://www.ResRobot.se,,
275_25_JLT,275,,Pendeltåg,,2,http://www.ResRobot.se,,
269_36_BLT_272,269,36,,,3,http://www.ResRobot.se,,
269_36_BLT_273,269,36,,,3,http://www.ResRobot.se,,
251_808_BLT,251,808,,,3,http://www.ResRobot.se,,
275_598_BLT,275,598,,,3,http://www.ResRobot.se,,
253_417_TLT,253,417,Länstaxi,,3,http://www.ResRobot.se,,
269_615_BLT_271,269,615,,,3,http://www.ResRobot.se,,
252_679_BLT,252,679,,,3,http://www.ResRobot.se,,
269_142_BLT,269,42,,,3,http://www.ResRobot.se,,
279_4965_BLT_262,279,965,,,3,http://www.ResRobot.se,,
253_130_BLT,253,130,,,3,http://www.ResRobot.se,,
269_304_BLT_273,269,304,,,3,http://www.ResRobot.se,,
275_541_BLT,275,541,,,3,http://www.ResRobot.se,,
251_181_BLT,251,181,,,3,http://www.ResRobot.se,,
275_421_BLT,275,421,,,3,http://www.ResRobot.se,,
320_18_FLT,320,18,,,4,http://www.ResRobot.se,,
254_312_BLT,254,312,,,3,http://www.ResRobot.se,,
267_77_BLT,267,77,,,3,http://www.ResRobot.se,,
320_5_FLT,320,5,,,4,http://www.ResRobot.se,,
252_306_TLT,252,306,Länstaxi,,3,http://www.ResRobot.se,,
279_4898_BLT_262,279,P 2,,,3,http://www.ResRobot.se,,
255_340_BLT,255,340,,,3,http://www.ResRobot.se,,
275_461_BLT,275,461,,,3,http://www.ResRobot.se,,
279_5032_BLT_262,279,32,,,3,http://www.ResRobot.se,,
279_4711_BLT_262,279,711,,,3,http://www.ResRobot.se,,
256_165_BLT,256,165,,,3,http://www.ResRobot.se,,
279_BLT_430,279,11533,,,3,http://www.ResRobot.se,,
269_641_TLT_272,269,641,Länstaxi,,3,http://www.ResRobot.se,,
261_310_BLT,261,310,,,3,http://www.ResRobot.se,,
253_678_BLT,253,678,,,3,http://www.ResRobot.se,,
276_518_TLT,276,518,Länstaxi,,3,http://www.ResRobot.se,,
261_1373_BLT,261,73,,,3,http://www.ResRobot.se,,
267_213_BLT,267,213,,,3,http://www.ResRobot.se,,
315_B_314,315,,Tåg i Bergslagen,,3,http://www.ResRobot.se,,
267_260_BLT,267,260,,,3,http://www.ResRobot.se,,
279_6342_BLT_262,279,2,,,3,http://www.ResRobot.se,,
253_302_BLT,253,302,,,3,http://www.ResRobot.se,,
265_100_BLT,265,100,,,3,http://www.ResRobot.se,,
252_805_BLT,252,805,,,3,http://www.ResRobot.se,,
269_419_BLT,269,419,,,3,http://www.ResRobot.se,,
276_471_BLT,276,471,,,3,http://www.ResRobot.se,,
265_707_TLT,265,707,Länstaxi,,3,http://www.ResRobot.se,,
276_752_BLT,276,752,Nattbuss Öster,,3,http://www.ResRobot.se,,
261_694_BLT,261,694,,,3,http://www.ResRobot.se,,
279_6904_BLT_262,279,904,,,3,http://www.ResRobot.se,,
257_32_BLT,257,32,,,3,http://www.ResRobot.se,,
269_521_TLT_271,269,521,Länstaxi,,3,http://www.ResRobot.se,,
269_521_TLT_272,269,521,Länstaxi,,3,http://www.ResRobot.se,,
255_4_BLT,255,4,,,3,http://www.ResRobot.se,,
279_4740_BLT_262,279,740,,,3,http://www.ResRobot.se,,
256_701_BLT,256,701,,,3,http://www.ResRobot.se,,
