from_stop_id,to_stop_id,transfer_type,min_transfer_time
7416159,7416159,3,
7416161,7416161,3,
7416162,7416162,3,
7416163,7416163,3,
7416164,7416164,3,
7416165,7416165,2,300
7416166,7416166,2,300
7416167,7416167,3,
7416168,7416168,3,
7416169,7416169,3,
7416170,7416170,3,
7416171,7416171,3,
7416172,7416172,2,180
7416173,7416173,3,
7416174,7416174,3,
7416175,7416175,3,
7416176,7416176,3,
7416177,7416177,3,
7416178,7416178,3,
7416179,7416179,3,
7416180,7416180,2,300
7416181,7416181,2,180
7416182,7416182,2,300
7416183,7416183,3,
7416184,7416184,3,
7416185,7416185,3,
7416186,7416186,3,
7416187,7416187,3,
7416188,7416188,3,
7416189,7416189,3,
7416190,7416190,3,
7416191,7416191,3,
7416192,7416192,3,
7416193,7416193,3,
7416194,7416194,3,
7416195,7416195,3,
7416196,7416196,3,
7416197,7416197,2,180
7416198,7416198,3,
7416199,7416199,3,
7416200,7416200,3,
7416201,7416201,3,
7416202,7416202,3,
7416203,7416203,3,
7416204,7416204,2,300
7416205,7416205,3,
7416206,7416206,3,
7416207,7416207,3,
7416208,7416208,3,
7416210,7416210,3,
7416211,7416211,2,300
7416212,7416212,2,180
7416213,7416213,3,
7416214,7416214,2,180
7416215,7416215,2,300
7416216,7416216,2,180
7416217,7416217,3,
7416218,7416218,3,
7416220,7416220,3,
7416221,7416221,3,
7416222,7416222,3,
7416223,7416223,2,180
7416224,7416224,2,300
7416225,7416225,3,
7416226,7416226,3,
7416227,7416227,3,
7416228,7416228,2,180
7416229,7416229,2,300
7416230,7416230,3,
7416232,7416232,3,
7416233,7416233,3,
7416234,7416234,3,
7416235,7416235,3,
7416236,7416236,3,
7416238,7416238,2,300
7416239,7416239,3,
7416240,7416240,3,
7416242,7416242,3,
7416243,7416243,3,
7416244,7416244,3,
7416245,7416245,3,
7416246,7416246,3,
7416247,7416247,2,300
7416248,7416248,2,300
7416249,7416249,3,
7416250,7416250,3,
7416251,7416251,3,
7416252,7416252,2,300
7416253,7416253,2,300
7416254,7416254,3,
7416255,7416255,3,
7416256,7416256,3,
7416257,7416257,3,
7416258,7416258,3,
7416259,7416259,3,
7416260,7416260,3,
7416261,7416261,3,
7416263,7416263,2,300
7416264,7416264,3,
7416268,7416268,3,
7416270,7416270,3,
7416271,7416271,3,
7416272,7416272,3,
7416273,7416273,3,
7416274,7416274,3,
7416275,7416275,3,
7416276,7416276,3,
7416277,7416277,3,
7416279,7416279,2,300
7416280,7416280,3,
7416281,7416281,3,
7416284,7416284,3,
7416285,7416285,3,
7416286,7416286,3,
7416287,7416287,2,180
7416288,7416288,2,180
7416289,7416289,2,300
7416290,7416290,3,
7416291,7416291,2,300
7416292,7416292,3,
7416293,7416293,3,
7416294,7416294,3,
7416295,7416295,3,
7416296,7416296,3,
7416297,7416297,2,180
7416299,7416299,2,300
7416300,7416300,2,300
7416301,7416301,3,
7416302,7416302,3,
7416304,7416304,3,
7416305,7416305,3,
7416306,7416306,2,180
7416307,7416307,2,180
7416308,7416308,3,
7416311,7416311,3,
7416312,7416312,2,180
7416313,7416313,3,
7416315,7416315,3,
7416317,7416317,3,
7416318,7416318,2,180
7416319,7416319,3,
7416320,7416320,3,
7416321,7416321,2,180
7416322,7416322,3,
7416323,7416323,3,
7416324,7416324,3,
7416326,7416326,3,
7416327,7416327,3,
7416328,7416328,3,
7416329,7416329,3,
7416330,7416330,2,180
7416331,7416331,3,
7416332,7416332,3,
7416334,7416334,2,180
7416335,7416335,3,
7416337,7416337,3,
7416338,7416338,3,
7416339,7416339,3,
7416340,7416340,3,
7416341,7416341,2,180
7416342,7416342,3,
7416343,7416343,3,
7416344,7416344,2,180
7416347,7416347,2,180
7416350,7416350,3,
7416351,7416351,2,180
7416352,7416352,3,
7416353,7416353,2,300
7416354,7416354,3,
7416355,7416355,3,
7416358,7416358,2,300
7416360,7416360,2,300
7416361,7416361,3,
7416362,7416362,2,180
7416363,7416363,2,180
7416364,7416364,2,180
7416365,7416365,2,300
7416366,7416366,3,
7416367,7416367,3,
7416368,7416368,2,300
7416369,7416369,2,180
7416370,7416370,2,180
7416371,7416371,3,
7416372,7416372,3,
7416373,7416373,3,
7416374,7416374,3,
7416376,7416376,3,
7416377,7416377,3,
7416378,7416378,2,300
7416379,7416379,2,180
7416380,7416380,2,300
7416381,7416381,3,
7416382,7416382,3,
7416383,7416383,3,
7416385,7416385,2,300
7416386,7416386,2,300
7416387,7416387,2,300
7416388,7416388,3,
7416389,7416389,2,300
7416392,7416392,3,
7416393,7416393,3,
7416394,7416394,3,
7416395,7416395,3,
7416397,7416397,3,
7416398,7416398,3,
7416399,7416399,3,
7416400,7416400,3,
7416401,7416401,3,
7416404,7416404,3,
7416405,7416405,3,
7416406,7416406,2,180
7416407,7416407,3,
7416408,7416408,3,
7416409,7416409,3,
7416410,7416410,3,
7416411,7416411,3,
7416412,7416412,3,
7416414,7416414,2,180
7416415,7416415,3,
7416416,7416416,3,
7416417,7416417,2,300
7416418,7416418,3,
7416419,7416419,3,
7416420,7416420,3,
7416421,7416421,3,
7416422,7416422,3,
7416423,7416423,3,
7416424,7416424,2,180
7416425,7416425,3,
7416426,7416426,3,
7416427,7416427,3,
7416428,7416428,3,
7416429,7416429,3,
7416431,7416431,3,
7416432,7416432,3,
7416433,7416433,3,
7416434,7416434,3,
7416435,7416435,3,
7416436,7416436,2,180
7416437,7416437,3,
7416438,7416438,3,
7416439,7416439,3,
7416440,7416440,3,
7416441,7416441,3,
7416442,7416442,3,
7416443,7416443,2,300
7416445,7416445,2,180
7416446,7416446,3,
7416447,7416447,2,180
7416448,7416448,3,
7416449,7416449,2,180
7416450,7416450,2,900
7416451,7416451,2,300
7416452,7416452,2,180
7416455,7416455,3,
7416456,7416456,2,300
7416458,7416458,2,180
7416461,7416461,3,
7416464,7416464,2,180
7416465,7416465,3,
7416466,7416466,2,180
7416467,7416467,3,
7416468,7416468,2,180
7416469,7416469,3,
7416471,7416471,2,180
7416472,7416472,3,
7416473,7416473,3,
7416474,7416474,3,
7416475,7416475,3,
7416476,7416476,2,180
7416478,7416478,2,180
7416479,7416479,2,180
7416480,7416480,2,180
7416483,7416483,3,
7416485,7416485,3,
7416486,7416486,3,
7416487,7416487,2,180
7416488,7416488,2,180
7416489,7416489,3,
7416490,7416490,3,
7416491,7416491,3,
7416492,7416492,2,180
7416494,7416494,3,
7416495,7416495,2,300
7416496,7416496,3,
7416498,7416498,3,
7416500,7416500,2,180
7416502,7416502,3,
7416505,7416505,2,180
7416506,7416506,2,180
7416507,7416507,3,
7416508,7416508,3,
7416509,7416509,3,
7416512,7416512,3,
7416513,7416513,3,
7416514,7416514,2,180
7416515,7416515,3,
7416516,7416516,3,
7416517,7416517,3,
7416518,7416518,3,
7416519,7416519,3,
7416520,7416520,3,
7416521,7416521,3,
7416522,7416522,3,
7416523,7416523,3,
7416524,7416524,3,
7416527,7416527,2,180
7416529,7416529,2,180
7416530,7416530,3,
7416532,7416532,2,
7416533,7416533,3,
7416534,7416534,3,
7416535,7416535,3,
7416536,7416536,3,
7416539,7416539,3,
7416540,7416540,3,
7416541,7416541,3,
7416542,7416542,3,
7416544,7416544,3,
7416546,7416546,3,
7416547,7416547,2,180
7416549,7416549,3,
7416550,7416550,3,
7416551,7416551,3,
7416552,7416552,3,
7416553,7416553,2,180
7416554,7416554,3,
7416555,7416555,3,
7416556,7416556,3,
7416557,7416557,3,
7416559,7416559,3,
7416562,7416562,2,
7416566,7416566,3,
7416567,7416567,3,
7416569,7416569,2,180
7416572,7416572,3,
7416573,7416573,2,
7416574,7416574,3,
7416577,7416577,3,
7416579,7416579,3,
7416580,7416580,3,
7416581,7416581,3,
7416582,7416582,3,
7416583,7416583,3,
7416584,7416584,2,180
7416585,7416585,2,180
7416586,7416586,3,
7416587,7416587,2,300
7416588,7416588,3,
7416589,7416589,3,
7416590,7416590,3,
7416592,7416592,3,
7416594,7416594,3,
7416595,7416595,3,
7416596,7416596,3,
7416597,7416597,3,
7416599,7416599,2,180
7416600,7416600,3,
7416601,7416601,3,
7416602,7416602,3,
7416606,7416606,3,
7416607,7416607,2,180
7416608,7416608,2,180
7416609,7416609,3,
7416611,7416611,3,
7416613,7416613,3,
7416614,7416614,3,
7416615,7416615,3,
7416616,7416616,3,
7416617,7416617,3,
7416618,7416618,2,
7416620,7416620,3,
7416621,7416621,3,
7416623,7416623,3,
7416627,7416627,3,
7416628,7416628,3,
7416630,7416630,2,180
7416631,7416631,2,180
7416632,7416632,2,180
7416633,7416633,3,
7416638,7416638,3,
7416639,7416639,2,180
7416640,7416640,2,180
7416645,7416645,2,180
7416646,7416646,2,180
7416648,7416648,3,
7416653,7416653,3,
7416655,7416655,2,180
7416659,7416659,3,
7416661,7416661,3,
7416665,7416665,3,
7416666,7416666,2,180
7416667,7416667,3,
7416668,7416668,3,
7416670,7416670,3,
7416671,7416671,2,
7416673,7416673,3,
7416674,7416674,3,
7416676,7416676,3,
7416679,7416679,3,
7416681,7416681,3,
7416682,7416682,2,180
7416685,7416685,3,
7416688,7416688,3,
7416689,7416689,2,180
7416690,7416690,3,
7416691,7416691,3,
7416693,7416693,2,180
7416694,7416694,3,
7416696,7416696,3,
7416697,7416697,3,
7416698,7416698,3,
7416699,7416699,3,
7416700,7416700,3,
7416701,7416701,3,
7416702,7416702,3,
7416703,7416703,2,180
7416704,7416704,3,
7416705,7416705,3,
7416706,7416706,3,
7416707,7416707,3,
7416708,7416708,3,
7416710,7416710,3,
7416711,7416711,3,
7416715,7416715,3,
7416716,7416716,3,
7416720,7416720,2,180
7416723,7416723,3,
7416724,7416724,3,
7416725,7416725,3,
7416727,7416727,3,
7416728,7416728,2,300
7416729,7416729,2,
7416730,7416730,3,
7416732,7416732,3,
7416733,7416733,3,
7416734,7416734,3,
7416735,7416735,2,180
7416736,7416736,3,
7416737,7416737,3,
7416739,7416739,2,180
7416740,7416740,3,
7416742,7416742,2,180
7416744,7416744,3,
7416746,7416746,2,180
7416747,7416747,3,
7416748,7416748,3,
7416750,7416750,3,
7416754,7416754,3,
7416755,7416755,3,
7416757,7416757,2,300
7416758,7416758,3,
7416760,7416760,3,
7416761,7416761,2,180
7416763,7416763,3,
7416766,7416766,3,
7416769,7416769,2,
7416770,7416770,3,
7416771,7416771,3,
7416772,7416772,3,
7416773,7416773,3,
7416774,7416774,3,
7416775,7416775,3,
7416776,7416776,3,
7416777,7416777,3,
7416778,7416778,3,
7416779,7416779,2,600
7416782,7416782,2,300
7416783,7416783,2,180
7416784,7416784,3,
7416785,7416785,3,
7416786,7416786,3,
7416787,7416787,2,180
7416789,7416789,3,
7416790,7416790,3,
7416791,7416791,3,
7416792,7416792,3,
7416793,7416793,3,
7416794,7416794,3,
7416795,7416795,3,
7416796,7416796,3,
7416797,7416797,3,
7416798,7416798,3,
7416799,7416799,3,
7416800,7416800,3,
7416801,7416801,3,
7416803,7416803,3,
7416805,7416805,2,180
7416806,7416806,3,
7416807,7416807,3,
7416808,7416808,3,
7416810,7416810,3,
7416811,7416811,3,
7416812,7416812,3,
7416815,7416815,3,
7416816,7416816,3,
7416819,7416819,3,
7416820,7416820,3,
7416821,7416821,3,
7416823,7416823,3,
7416824,7416824,3,
7416827,7416827,2,180
7416828,7416828,2,180
7416830,7416830,3,
7416833,7416833,3,
7416834,7416834,2,120
7416836,7416836,3,
7416837,7416837,3,
7416838,7416838,3,
7416839,7416839,3,
7416841,7416841,3,
7416842,7416842,3,
7416843,7416843,3,
7416844,7416844,3,
7416845,7416845,3,
7416846,7416846,2,180
7416847,7416847,3,
7416849,7416849,3,
7416850,7416850,3,
7416851,7416851,3,
7416852,7416852,3,
7416853,7416853,3,
7416854,7416854,2,
7416855,7416855,3,
7416856,7416856,3,
7416857,7416857,3,
7416858,7416858,3,
7416859,7416859,2,180
7416860,7416860,3,
7416861,7416861,2,180
7416862,7416862,3,
7416863,7416863,3,
7416864,7416864,3,
7416865,7416865,3,
7416866,7416866,3,
7416867,7416867,3,
7416868,7416868,3,
7416869,7416869,3,
7416870,7416870,3,
7416872,7416872,3,
7416873,7416873,3,
7416876,7416876,3,
7416877,7416877,3,
7416883,7416883,3,
7416887,7416887,3,
7416888,7416888,3,
7416889,7416889,3,
7416890,7416890,3,
7416893,7416893,3,
7416894,7416894,3,
7416895,7416895,3,
7416896,7416896,3,
7416897,7416897,3,
7416898,7416898,3,
7416900,7416900,3,
7416902,7416902,2,180
7416904,7416904,3,
7416907,7416907,3,
7416908,7416908,3,
7416909,7416909,3,
7416910,7416910,2,180
7416911,7416911,3,
7416912,7416912,3,
7416913,7416913,3,
7416915,7416915,3,
7416917,7416917,3,
7416918,7416918,3,
7416920,7416920,3,
7416921,7416921,3,
7416922,7416922,2,
7416923,7416923,3,
7416924,7416924,3,
7416926,7416926,3,
7416927,7416927,3,
7416928,7416928,3,
7416930,7416930,3,
7416931,7416931,3,
7416932,7416932,2,180
7416933,7416933,3,
7416934,7416934,3,
7416936,7416936,3,
7416938,7416938,3,
7416939,7416939,3,
7416940,7416940,2,600
7416943,7416943,3,
7416944,7416944,3,
7416945,7416945,2,300
7416946,7416946,3,
7416947,7416947,2,180
7416950,7416950,3,
7416953,7416953,3,
7416954,7416954,3,
7416955,7416955,2,180
7416956,7416956,2,300
7416957,7416957,3,
7416959,7416959,3,
7416960,7416960,3,
7416965,7416965,3,
7416966,7416966,3,
7416968,7416968,3,
7416969,7416969,2,180
7416971,7416971,3,
7416974,7416974,3,
7416980,7416980,3,
7416981,7416981,2,180
7416985,7416985,3,
7416986,7416986,3,
7416990,7416990,2,
7416991,7416991,3,
7416993,7416993,3,
7416994,7416994,3,
7416995,7416995,3,
7416996,7416996,3,
7416998,7416998,3,
7416999,7416999,3,
7417000,7417000,3,
7417001,7417001,2,
7417002,7417002,2,
7417003,7417003,2,
7417004,7417004,3,
7417006,7417006,3,
7417007,7417007,3,
7417009,7417009,3,
7417011,7417011,3,
7417012,7417012,2,
7417013,7417013,3,
7417015,7417015,2,
7417016,7417016,3,
7417018,7417018,3,
7417021,7417021,2,
7417022,7417022,3,
7417023,7417023,2,
7417027,7417027,3,
7417031,7417031,2,
7417033,7417033,2,
7417034,7417034,3,
7417035,7417035,3,
7417037,7417037,3,
7417038,7417038,3,
7417039,7417039,3,
7417040,7417040,3,
7417041,7417041,2,1500
7417043,7417043,2,
7417044,7417044,3,
7417047,7417047,2,
7417048,7417048,2,
7417049,7417049,3,
7417051,7417051,3,
7417052,7417052,3,
7417053,7417053,3,
7417054,7417054,3,
7417055,7417055,3,
7417056,7417056,2,
7417057,7417057,3,
7417058,7417058,3,
7417059,7417059,3,
7417060,7417060,3,
7417061,7417061,3,
7417062,7417062,2,
7417063,7417063,2,
7417064,7417064,2,
7417065,7417065,2,
7417066,7417066,2,
7417067,7417067,3,
7417069,7417069,3,
7417070,7417070,2,240
7417071,7417071,2,
7417073,7417073,2,
7417074,7417074,3,
7417075,7417075,2,
7417076,7417076,2,
7417077,7417077,3,
7417079,7417079,3,
7417080,7417080,3,
7417081,7417081,3,
7417082,7417082,3,
7417083,7417083,3,
7417084,7417084,3,
7417087,7417087,3,
7417088,7417088,3,
7417089,7417089,3,
7417090,7417090,3,
7417091,7417091,3,
7417092,7417092,3,
7417093,7417093,3,
7417097,7417097,3,
7417098,7417098,3,
7417099,7417099,3,
7417101,7417101,3,
7417102,7417102,2,
7417103,7417103,2,
7417104,7417104,3,
7417106,7417106,3,
7417107,7417107,3,
7417108,7417108,3,
7417109,7417109,3,
7417110,7417110,3,
7417111,7417111,2,
7417114,7417114,2,
7417116,7417116,3,
7417117,7417117,3,
7417118,7417118,2,
7417119,7417119,3,
7417121,7417121,2,180
7417122,7417122,2,
7417123,7417123,3,
7417124,7417124,3,
7417125,7417125,3,
7417126,7417126,3,
7417127,7417127,2,
7417129,7417129,2,
7417131,7417131,2,
7417132,7417132,3,
7417133,7417133,3,
7417134,7417134,3,
7417135,7417135,2,
7417136,7417136,3,
7417142,7417142,2,
7417143,7417143,3,
7417144,7417144,2,
7417145,7417145,3,
7417146,7417146,2,
7417147,7417147,3,
7417148,7417148,3,
7417149,7417149,3,
7417150,7417150,3,
7417151,7417151,3,
7417152,7417152,3,
7417153,7417153,2,
7417158,7417158,3,
7417159,7417159,3,
7417160,7417160,3,
7417161,7417161,3,
7417162,7417162,3,
7417164,7417164,2,
7417166,7417166,3,
7417167,7417167,3,
7417168,7417168,2,300
7417169,7417169,3,
7417170,7417170,3,
7417171,7417171,3,
7417173,7417173,2,
7417174,7417174,3,
7417175,7417175,3,
7417176,7417176,3,
7417177,7417177,2,
7417178,7417178,3,
7417179,7417179,3,
7417180,7417180,3,
7417181,7417181,3,
7417182,7417182,2,
7417183,7417183,3,
7417184,7417184,3,
7417185,7417185,2,300
7417186,7417186,3,
7417187,7417187,3,
7417188,7417188,2,
7417189,7417189,3,
7417190,7417190,3,
7417191,7417191,2,
7417192,7417192,3,
7417193,7417193,3,
7417194,7417194,3,
7417195,7417195,3,
7417197,7417197,3,
7417198,7417198,3,
7417199,7417199,3,
7417200,7417200,3,
7417201,7417201,3,
7417202,7417202,2,
7417203,7417203,3,
7417205,7417205,3,
7417206,7417206,3,
7417207,7417207,3,
7417208,7417208,3,
7417209,7417209,3,
7417210,7417210,2,
7417211,7417211,2,
7417212,7417212,3,
7417213,7417213,3,
7417215,7417215,3,
7417216,7417216,3,
7417217,7417217,3,
7417219,7417219,3,
7417220,7417220,3,
7417221,7417221,3,
7417222,7417222,3,
7417223,7417223,3,
7417224,7417224,3,
7417225,7417225,3,
7417227,7417227,3,
7417228,7417228,3,
7417229,7417229,3,
7417230,7417230,3,
7417231,7417231,3,
7417232,7417232,3,
7417233,7417233,3,
7417235,7417235,3,
7417236,7417236,2,
7417237,7417237,3,
7417238,7417238,2,
7417239,7417239,3,
7417240,7417240,3,
7417241,7417241,3,
7417243,7417243,2,
7417244,7417244,2,60
7417245,7417245,2,
7417246,7417246,3,
7417247,7417247,3,
7417249,7417249,2,300
7417251,7417251,3,
7417252,7417252,3,
7417253,7417253,3,
7417254,7417254,3,
7417257,7417257,3,
7417258,7417258,3,
7417260,7417260,3,
7417262,7417262,3,
7417263,7417263,3,
7417264,7417264,3,
7417265,7417265,3,
7417266,7417266,3,
7417269,7417269,3,
7417271,7417271,3,
7417272,7417272,3,
7417273,7417273,3,
7417274,7417274,3,
7417280,7417280,3,
7417281,7417281,3,
7417282,7417282,2,180
7417284,7417284,3,
7417289,7417289,3,
7417290,7417290,3,
7417291,7417291,3,
7417292,7417292,3,
7417293,7417293,3,
7417294,7417294,3,
7417296,7417296,3,
7417297,7417297,3,
7417298,7417298,3,
7417299,7417299,3,
7417300,7417300,3,
7417301,7417301,3,
7417302,7417302,3,
7417303,7417303,3,
7417304,7417304,3,
7417305,7417305,3,
7417306,7417306,3,
7417307,7417307,3,
7417308,7417308,3,
7417309,7417309,3,
7417310,7417310,3,
7417311,7417311,3,
7417313,7417313,3,
7417314,7417314,3,
7417315,7417315,3,
7417316,7417316,3,
7417317,7417317,3,
7417320,7417320,3,
7417322,7417322,3,
7417323,7417323,3,
7417324,7417324,3,
7417326,7417326,3,
7417330,7417330,3,
7417340,7417340,3,
7417342,7417342,2,600
7417343,7417343,3,
7417344,7417344,3,
7417345,7417345,3,
7417348,7417348,3,
7417349,7417349,3,
7417350,7417350,3,
7417351,7417351,3,
7417353,7417353,3,
7417355,7417355,3,
7417356,7417356,3,
7417362,7417362,3,
7417363,7417363,3,
7417365,7417365,3,
7417367,7417367,3,
7417369,7417369,3,
7417370,7417370,3,
7417372,7417372,3,
7417373,7417373,3,
7417375,7417375,3,
7417376,7417376,2,180
7417379,7417379,3,
7417380,7417380,3,
7417381,7417381,3,
7417382,7417382,3,
7417383,7417383,3,
7417384,7417384,3,
7417385,7417385,3,
7417386,7417386,3,
7417387,7417387,3,
7417388,7417388,3,
7417389,7417389,3,
7417390,7417390,3,
7417391,7417391,3,
7417392,7417392,3,
7417393,7417393,3,
7417394,7417394,3,
7417396,7417396,3,
7417397,7417397,3,
7417398,7417398,3,
7417403,7417403,3,
7417404,7417404,3,
7417405,7417405,3,
7417406,7417406,3,
7417407,7417407,3,
7417408,7417408,3,
7417409,7417409,3,
7417410,7417410,3,
7417411,7417411,3,
7417415,7417415,3,
7417416,7417416,3,
7417417,7417417,3,
7417418,7417418,3,
7417420,7417420,3,
7417421,7417421,2,180
7417422,7417422,3,
7417424,7417424,3,
7417425,7417425,2,180
7417427,7417427,3,
7417428,7417428,3,
7417430,7417430,3,
7417432,7417432,3,
7417433,7417433,3,
7417434,7417434,3,
7417435,7417435,3,
7417436,7417436,3,
7417437,7417437,3,
7417438,7417438,3,
7417439,7417439,3,
7417440,7417440,3,
7417441,7417441,2,180
7417444,7417444,3,
7417445,7417445,3,
7417446,7417446,3,
7417447,7417447,3,
7417450,7417450,3,
7417451,7417451,3,
7417452,7417452,3,
7417454,7417454,3,
7417455,7417455,3,
7417456,7417456,3,
7417459,7417459,3,
7417460,7417460,3,
7417463,7417463,3,
7417464,7417464,3,
7417465,7417465,3,
7417466,7417466,3,
7417470,7417470,3,
7417471,7417471,3,
7417472,7417472,2,
7417478,7417478,3,
7417479,7417479,3,
7417481,7417481,2,180
7417482,7417482,3,
7417483,7417483,3,
7417484,7417484,3,
7417485,7417485,3,
7417486,7417486,3,
7417487,7417487,3,
7417489,7417489,3,
7417490,7417490,3,
7417491,7417491,2,300
7417492,7417492,3,
7417497,7417497,3,
7417498,7417498,2,180
7417500,7417500,3,
7417501,7417501,3,
7417502,7417502,3,
7417503,7417503,3,
7417504,7417504,3,
7417506,7417506,2,180
7417507,7417507,2,180
7417508,7417508,3,
7417509,7417509,3,
7417510,7417510,3,
7417511,7417511,2,
7417512,7417512,2,180
7417513,7417513,3,
7417514,7417514,2,180
7417515,7417515,2,180
7417516,7417516,2,180
7417517,7417517,2,180
7417518,7417518,2,180
7417519,7417519,3,
7417520,7417520,3,
7417521,7417521,3,
7417522,7417522,3,
7417524,7417524,3,
7417525,7417525,3,
7417526,7417526,3,
7417527,7417527,3,
7417528,7417528,3,
7417529,7417529,3,
7417531,7417531,3,
7417532,7417532,3,
7417533,7417533,3,
7417534,7417534,3,
7417535,7417535,3,
7417536,7417536,3,
7417537,7417537,3,
7417538,7417538,3,
7417541,7417541,3,
7417543,7417543,3,
7417544,7417544,3,
7417545,7417545,3,
7417546,7417546,2,
7417550,7417550,3,
7417552,7417552,3,
7417553,7417553,3,
7417554,7417554,3,
7417555,7417555,3,
7417556,7417556,2,180
7417559,7417559,3,
7417561,7417561,3,
7417562,7417562,3,
7417563,7417563,3,
7417566,7417566,2,180
7417567,7417567,3,
7417568,7417568,3,
7417569,7417569,2,180
7417570,7417570,3,
7417572,7417572,3,
7417574,7417574,3,
7417579,7417579,3,
7417580,7417580,3,
7417581,7417581,3,
7417582,7417582,3,
7417583,7417583,3,
7417585,7417585,3,
7417586,7417586,3,
7417587,7417587,3,
7417588,7417588,3,
7417589,7417589,3,
7417590,7417590,3,
7417591,7417591,3,
7417592,7417592,3,
7417593,7417593,3,
7417594,7417594,3,
7417595,7417595,3,
7417596,7417596,3,
7417597,7417597,3,
7417599,7417599,3,
7417601,7417601,3,
7417602,7417602,3,
7417603,7417603,2,
7417604,7417604,3,
7417605,7417605,3,
7417606,7417606,3,
7417607,7417607,3,
7417608,7417608,3,
7417610,7417610,3,
7417612,7417612,3,
7417613,7417613,3,
7417614,7417614,3,
7417615,7417615,3,
7417617,7417617,3,
7417618,7417618,3,
7417619,7417619,3,
7417620,7417620,3,
7417621,7417621,3,
7417622,7417622,3,
7417623,7417623,3,
7417624,7417624,3,
7417625,7417625,3,
7417627,7417627,3,
7417629,7417629,3,
7417630,7417630,3,
7417631,7417631,3,
7417632,7417632,3,
7417635,7417635,3,
7417636,7417636,3,
7417637,7417637,3,
7417638,7417638,3,
7417639,7417639,3,
7417640,7417640,3,
7417641,7417641,3,
7417642,7417642,3,
7417643,7417643,3,
7417644,7417644,3,
7417645,7417645,3,
7417646,7417646,3,
7417647,7417647,3,
7417648,7417648,3,
7417649,7417649,3,
7417650,7417650,3,
7417651,7417651,3,
7417652,7417652,3,
7417653,7417653,3,
7417654,7417654,3,
7417655,7417655,3,
7417656,7417656,3,
7417657,7417657,3,
7417658,7417658,3,
7417659,7417659,3,
7417660,7417660,3,
7417661,7417661,3,
7417662,7417662,3,
7417663,7417663,3,
7417664,7417664,3,
7417665,7417665,3,
7417666,7417666,3,
7417667,7417667,3,
7417669,7417669,3,
7417670,7417670,3,
7417672,7417672,3,
7417673,7417673,3,
7417674,7417674,3,
7417675,7417675,3,
7417676,7417676,3,
7417678,7417678,2,
7417679,7417679,3,
7417681,7417681,3,
7417682,7417682,3,
7417683,7417683,3,
7417684,7417684,3,
7417685,7417685,3,
7417686,7417686,3,
7417687,7417687,3,
7417688,7417688,3,
7417694,7417694,3,
7417695,7417695,3,
7417696,7417696,3,
7417698,7417698,3,
7417699,7417699,3,
7417700,7417700,3,
7417701,7417701,3,
7417702,7417702,3,
7417703,7417703,3,
7417704,7417704,3,
7417705,7417705,3,
7417706,7417706,2,
7417708,7417708,3,
7417709,7417709,3,
7417714,7417714,3,
7417715,7417715,3,
7417716,7417716,3,
7417717,7417717,3,
7417718,7417718,3,
7417719,7417719,3,
7417720,7417720,3,
7417721,7417721,3,
7417722,7417722,3,
7417723,7417723,3,
7417724,7417724,3,
7417726,7417726,3,
7417727,7417727,3,
7417728,7417728,3,
7417729,7417729,3,
7417730,7417730,3,
7417731,7417731,3,
7417734,7417734,3,
7417735,7417735,3,
7417736,7417736,3,
7417737,7417737,3,
7417738,7417738,3,
7417739,7417739,3,
7417740,7417740,3,
7417743,7417743,3,
7417745,7417745,3,
7417746,7417746,3,
7417747,7417747,3,
7417749,7417749,3,
7417750,7417750,3,
7417751,7417751,3,
7417752,7417752,3,
7417754,7417754,3,
7417755,7417755,3,
7417756,7417756,3,
7417757,7417757,3,
7417758,7417758,3,
7417759,7417759,3,
7417760,7417760,3,
7417761,7417761,3,
7417762,7417762,3,
7417763,7417763,3,
7417766,7417766,3,
7417767,7417767,3,
7417768,7417768,3,
7417769,7417769,3,
7417770,7417770,3,
7417771,7417771,3,
7417772,7417772,3,
7417773,7417773,3,
7417774,7417774,3,
7417775,7417775,3,
7417776,7417776,3,
7417777,7417777,3,
7417778,7417778,3,
7417779,7417779,3,
7417780,7417780,3,
7417781,7417781,3,
7417782,7417782,3,
7417784,7417784,3,
7417785,7417785,3,
7417786,7417786,3,
7417787,7417787,3,
7417788,7417788,3,
7417789,7417789,2,600
7417790,7417790,3,
7417791,7417791,3,
7417792,7417792,3,
7417793,7417793,3,
7417794,7417794,3,
7417795,7417795,3,
7417796,7417796,3,
7417797,7417797,3,
7417798,7417798,3,
7417799,7417799,3,
7417800,7417800,3,
7417801,7417801,3,
7417802,7417802,3,
7417803,7417803,3,
7417804,7417804,3,
7417805,7417805,3,
7417806,7417806,3,
7417807,7417807,3,
7417808,7417808,3,
7417810,7417810,3,
7417811,7417811,3,
7417812,7417812,3,
7417813,7417813,3,
7417814,7417814,3,
7417815,7417815,3,
7417816,7417816,3,
7417817,7417817,3,
7417818,7417818,3,
7417819,7417819,3,
7417820,7417820,3,
7417822,7417822,3,
7417823,7417823,3,
7417824,7417824,3,
7417825,7417825,3,
7417826,7417826,3,
7417827,7417827,3,
7417828,7417828,3,
7417830,7417830,3,
7417831,7417831,3,
7417832,7417832,3,
7417833,7417833,3,
7417834,7417834,3,
7417835,7417835,3,
7417836,7417836,3,
7417838,7417838,3,
7417839,7417839,3,
7417840,7417840,3,
7417841,7417841,3,
7417842,7417842,3,
7417843,7417843,3,
7417844,7417844,3,
