from_stop_id,to_stop_id,transfer_type,min_transfer_time
7442063,7442063,3,
7442064,7442064,3,
7442065,7442065,3,
7442066,7442066,3,
7442067,7442067,3,
7442068,7442068,3,
7442069,7442069,3,
7442070,7442070,3,
7442071,7442071,3,
7442072,7442072,3,
7442073,7442073,3,
7442074,7442074,3,
7442076,7442076,3,
7442077,7442077,3,
7442078,7442078,3,
7442079,7442079,3,
7442080,7442080,3,
7442081,7442081,3,
7442082,7442082,3,
7442083,7442083,3,
7442084,7442084,3,
7442085,7442085,3,
7442086,7442086,3,
7442087,7442087,3,
7442088,7442088,3,
7442089,7442089,3,
7442090,7442090,3,
7442093,7442093,3,
7442094,7442094,3,
7442095,7442095,3,
7442096,7442096,3,
7442097,7442097,3,
7442098,7442098,3,
7442099,7442099,2,300
7442100,7442100,3,
7442101,7442101,3,
7442102,7442102,3,
7442104,7442104,3,
7442105,7442105,3,
7442106,7442106,3,
7442107,7442107,3,
7442108,7442108,3,
7442113,7442113,3,
7442114,7442114,3,
7442115,7442115,3,
7442116,7442116,3,
7442117,7442117,3,
7442118,7442118,3,
7442119,7442119,3,
7442121,7442121,3,
7442122,7442122,3,
7442129,7442129,3,
7442131,7442131,3,
7442135,7442135,3,
7442136,7442136,3,
7442137,7442137,3,
7442138,7442138,3,
7442139,7442139,3,
7442140,7442140,3,
7442141,7442141,3,
7442145,7442145,3,
7442146,7442146,3,
7442147,7442147,3,
7442148,7442148,3,
7442149,7442149,3,
7442150,7442150,3,
7442151,7442151,3,
7442156,7442156,3,
7442158,7442158,3,
7442159,7442159,3,
7442161,7442161,3,
7442162,7442162,3,
7442164,7442164,3,
7442165,7442165,3,
7442167,7442167,3,
7442169,7442169,3,
7442171,7442171,3,
7442172,7442172,3,
7442173,7442173,3,
7442174,7442174,3,
7442175,7442175,3,
7442176,7442176,3,
7442177,7442177,3,
7442179,7442179,3,
7442183,7442183,3,
7442186,7442186,3,
7442187,7442187,3,
7442188,7442188,3,
7442189,7442189,3,
7442190,7442190,3,
7442194,7442194,3,
7442195,7442195,3,
7442196,7442196,2,300
7442197,7442197,3,
7442198,7442198,3,
7442200,7442200,3,
7442201,7442201,3,
7442202,7442202,3,
7442204,7442204,3,
7442205,7442205,3,
7442206,7442206,3,
7442207,7442207,3,
7442208,7442208,2,300
7442209,7442209,2,300
7442210,7442210,3,
7442211,7442211,3,
7442212,7442212,3,
7442213,7442213,3,
7442215,7442215,3,
7442216,7442216,3,
7442217,7442217,3,
7442218,7442218,3,
7442219,7442219,3,
7442220,7442220,3,
7442221,7442221,3,
7442222,7442222,3,
7442223,7442223,3,
7442225,7442225,3,
7442227,7442227,3,
7442228,7442228,3,
7442230,7442230,3,
7442231,7442231,3,
7442232,7442232,3,
7442233,7442233,3,
7442234,7442234,3,
7442235,7442235,3,
7442236,7442236,3,
7442237,7442237,3,
7442238,7442238,3,
7442239,7442239,3,
7442241,7442241,3,
7442242,7442242,3,
7442243,7442243,3,
7442244,7442244,3,
7442245,7442245,3,
7442246,7442246,3,
7442248,7442248,3,
7442250,7442250,3,
7442251,7442251,3,
7442252,7442252,3,
7442253,7442253,3,
7442254,7442254,3,
7442255,7442255,3,
7442256,7442256,3,
7442257,7442257,3,
7442258,7442258,3,
7442259,7442259,3,
7442260,7442260,3,
7442261,7442261,3,
7442262,7442262,3,
7442263,7442263,3,
7442264,7442264,3,
7442265,7442265,3,
7442266,7442266,3,
7442267,7442267,3,
7442268,7442268,3,
7442269,7442269,3,
7442270,7442270,3,
7442271,7442271,3,
7442272,7442272,3,
7442274,7442274,3,
7442275,7442275,3,
7442276,7442276,3,
7442277,7442277,3,
7442278,7442278,3,
7442279,7442279,2,300
7442280,7442280,3,
7442281,7442281,3,
7442282,7442282,3,
7442283,7442283,3,
7442284,7442284,3,
7442285,7442285,3,
7442286,7442286,3,
7442287,7442287,3,
7442289,7442289,3,
7442290,7442290,3,
7442291,7442291,3,
7442292,7442292,3,
7442294,7442294,3,
7442295,7442295,3,
7442296,7442296,3,
7442297,7442297,3,
7442298,7442298,3,
7442299,7442299,3,
7442300,7442300,3,
7442301,7442301,3,
7442302,7442302,3,
7442303,7442303,3,
7442304,7442304,3,
7442305,7442305,3,
7442306,7442306,3,
7442307,7442307,3,
7442308,7442308,3,
7442309,7442309,3,
7442310,7442310,2,300
7442311,7442311,3,
7442312,7442312,3,
7442313,7442313,3,
7442314,7442314,3,
7442315,7442315,3,
7442316,7442316,3,
7442317,7442317,3,
7442318,7442318,3,
7442319,7442319,3,
7442320,7442320,3,
7442321,7442321,3,
7442322,7442322,3,
7442323,7442323,3,
7442324,7442324,3,
7442325,7442325,3,
7442326,7442326,3,
7442327,7442327,3,
7442328,7442328,3,
7442329,7442329,3,
7442330,7442330,3,
7442331,7442331,3,
7442332,7442332,3,
7442333,7442333,3,
7442334,7442334,3,
7442335,7442335,3,
7442336,7442336,3,
7442337,7442337,3,
7442338,7442338,3,
7442339,7442339,3,
7442340,7442340,3,
7442341,7442341,3,
7442342,7442342,3,
7442343,7442343,3,
7442344,7442344,3,
7442345,7442345,3,
7442346,7442346,3,
7442347,7442347,3,
7442348,7442348,3,
7442349,7442349,3,
7442350,7442350,3,
7442351,7442351,3,
7442352,7442352,3,
7442353,7442353,3,
7442354,7442354,3,
7442355,7442355,3,
7442357,7442357,3,
7442358,7442358,3,
7442359,7442359,3,
7442360,7442360,3,
7442361,7442361,3,
7442362,7442362,3,
7442364,7442364,3,
7442366,7442366,3,
7442367,7442367,3,
7442369,7442369,3,
7442370,7442370,2,300
7442371,7442371,3,
7442372,7442372,3,
7442373,7442373,3,
7442374,7442374,3,
7442375,7442375,3,
7442376,7442376,3,
7442377,7442377,3,
7442378,7442378,3,
7442379,7442379,3,
7442380,7442380,3,
7442381,7442381,3,
7442382,7442382,3,
7442383,7442383,3,
7442384,7442384,3,
7442385,7442385,3,
7442386,7442386,3,
7442387,7442387,3,
7442388,7442388,2,300
7442389,7442389,2,300
7442390,7442390,2,300
7442391,7442391,3,
7442392,7442392,2,300
7442393,7442393,3,
7442394,7442394,3,
7442395,7442395,3,
7442396,7442396,3,
7442397,7442397,3,
7442398,7442398,3,
7442399,7442399,3,
7442400,7442400,3,
7442401,7442401,3,
7442402,7442402,3,
7442403,7442403,3,
7442404,7442404,3,
7442405,7442405,3,
7442406,7442406,3,
7442407,7442407,3,
7442408,7442408,3,
7442409,7442409,3,
7442410,7442410,3,
7442411,7442411,3,
7442412,7442412,3,
7442413,7442413,3,
7442414,7442414,3,
7442415,7442415,3,
7442416,7442416,3,
7442417,7442417,3,
7442418,7442418,3,
7442419,7442419,3,
7442420,7442420,3,
7442421,7442421,3,
7442422,7442422,3,
7442423,7442423,3,
7442424,7442424,3,
7442425,7442425,3,
7442426,7442426,3,
7442427,7442427,3,
7442428,7442428,3,
7442429,7442429,3,
7442430,7442430,3,
7442431,7442431,3,
7442432,7442432,3,
7442433,7442433,3,
7442434,7442434,3,
7442435,7442435,3,
7442436,7442436,3,
7442437,7442437,3,
7442438,7442438,3,
7442439,7442439,3,
7442440,7442440,3,
7442441,7442441,3,
7442442,7442442,3,
7442443,7442443,3,
7442444,7442444,3,
7442445,7442445,3,
7442446,7442446,3,
7442447,7442447,3,
7442448,7442448,3,
7442450,7442450,3,
7442451,7442451,3,
7442452,7442452,3,
7442453,7442453,3,
7442454,7442454,3,
7442455,7442455,3,
7442456,7442456,3,
7442457,7442457,3,
7442458,7442458,3,
7442459,7442459,3,
7442460,7442460,3,
7442461,7442461,3,
7442462,7442462,3,
7442463,7442463,3,
7442464,7442464,3,
7442465,7442465,3,
7442466,7442466,3,
7442467,7442467,3,
7442468,7442468,3,
7442469,7442469,3,
7442470,7442470,3,
7442471,7442471,3,
7442472,7442472,3,
7442473,7442473,3,
7442474,7442474,3,
7442475,7442475,3,
7442476,7442476,3,
7442477,7442477,3,
7442478,7442478,3,
7442479,7442479,3,
7442480,7442480,3,
7442481,7442481,3,
7442482,7442482,3,
7442483,7442483,3,
7442484,7442484,3,
7442485,7442485,3,
7442486,7442486,3,
7442487,7442487,3,
7442488,7442488,3,
7442489,7442489,3,
7442490,7442490,3,
7442491,7442491,3,
7442492,7442492,3,
7442493,7442493,3,
7442494,7442494,3,
7442495,7442495,3,
7442496,7442496,3,
7442497,7442497,3,
7442498,7442498,3,
7442499,7442499,3,
7442500,7442500,3,
7442501,7442501,3,
7442502,7442502,3,
7442503,7442503,3,
7442504,7442504,3,
7442505,7442505,3,
7442506,7442506,3,
7442507,7442507,3,
7442508,7442508,3,
7442509,7442509,3,
7442510,7442510,3,
7442511,7442511,3,
7442512,7442512,3,
7442513,7442513,3,
7442514,7442514,3,
7442515,7442515,3,
7442516,7442516,3,
7442517,7442517,3,
7442518,7442518,3,
7442519,7442519,3,
7442520,7442520,3,
7442521,7442521,3,
7442522,7442522,3,
7442523,7442523,3,
7442524,7442524,3,
7442525,7442525,3,
7442526,7442526,3,
7442527,7442527,3,
7442528,7442528,3,
7442529,7442529,3,
7442530,7442530,3,
7442531,7442531,3,
7442532,7442532,3,
7442533,7442533,3,
7442534,7442534,3,
7442535,7442535,3,
7442536,7442536,3,
7442537,7442537,3,
7442538,7442538,3,
7442539,7442539,3,
7442540,7442540,3,
7442541,7442541,3,
7442542,7442542,3,
7442543,7442543,3,
7442544,7442544,3,
7442545,7442545,2,300
7442546,7442546,3,
7442547,7442547,3,
7442548,7442548,3,
7442549,7442549,3,
7442550,7442550,3,
7442551,7442551,3,
7442552,7442552,3,
7442553,7442553,3,
7442555,7442555,3,
7442556,7442556,3,
7442557,7442557,3,
7442558,7442558,3,
7442559,7442559,3,
7442560,7442560,3,
7442561,7442561,3,
7442562,7442562,3,
7442563,7442563,3,
7442564,7442564,3,
7442565,7442565,3,
7442566,7442566,3,
7442567,7442567,3,
7442568,7442568,3,
7442569,7442569,3,
7442570,7442570,3,
7442571,7442571,3,
7442572,7442572,3,
7442573,7442573,3,
7442574,7442574,3,
7442575,7442575,3,
7442576,7442576,3,
7442577,7442577,3,
7442578,7442578,3,
7442579,7442579,3,
7442580,7442580,3,
7442581,7442581,3,
7442582,7442582,3,
7442583,7442583,3,
7442584,7442584,3,
7442585,7442585,3,
7442586,7442586,3,
7442587,7442587,3,
7442588,7442588,3,
7442590,7442590,3,
7442591,7442591,3,
7442592,7442592,3,
7442593,7442593,3,
7442594,7442594,3,
7442595,7442595,3,
7442596,7442596,3,
7442597,7442597,3,
7442598,7442598,3,
7442599,7442599,3,
7442600,7442600,3,
7442601,7442601,3,
7442602,7442602,3,
7442603,7442603,3,
7442604,7442604,3,
7442605,7442605,3,
7442606,7442606,3,
7442607,7442607,3,
7442608,7442608,3,
7442609,7442609,3,
7442610,7442610,3,
7442611,7442611,3,
7442612,7442612,3,
7442613,7442613,3,
7442614,7442614,3,
7442615,7442615,3,
7442616,7442616,3,
7442617,7442617,3,
7442618,7442618,3,
7442619,7442619,3,
7442620,7442620,3,
7442621,7442621,3,
7442622,7442622,3,
7442623,7442623,3,
7442624,7442624,3,
7442625,7442625,3,
7442626,7442626,3,
7442627,7442627,3,
7442628,7442628,3,
7442629,7442629,3,
7442630,7442630,3,
7442631,7442631,3,
7442632,7442632,3,
7442633,7442633,3,
7442634,7442634,3,
7442635,7442635,3,
7442636,7442636,3,
7442637,7442637,3,
7442638,7442638,3,
7442639,7442639,3,
7442640,7442640,3,
7442641,7442641,3,
7442642,7442642,3,
7442643,7442643,3,
7442644,7442644,3,
7442645,7442645,3,
7442646,7442646,3,
7442647,7442647,3,
7442648,7442648,3,
7442649,7442649,3,
7442650,7442650,3,
7442651,7442651,3,
7442652,7442652,3,
7442653,7442653,3,
7442654,7442654,3,
7442655,7442655,3,
7442656,7442656,3,
7442657,7442657,3,
7442658,7442658,3,
7442659,7442659,3,
7442660,7442660,3,
7442662,7442662,3,
7442663,7442663,3,
7442664,7442664,3,
7442665,7442665,3,
7442666,7442666,3,
7442667,7442667,3,
7442668,7442668,3,
7442669,7442669,3,
7442670,7442670,3,
7442671,7442671,3,
7442673,7442673,3,
7442676,7442676,3,
7442677,7442677,3,
7442678,7442678,3,
7442679,7442679,3,
7442680,7442680,3,
7442681,7442681,3,
7442682,7442682,3,
7442683,7442683,3,
7442684,7442684,3,
7442685,7442685,3,
7442686,7442686,3,
7442687,7442687,3,
7442688,7442688,3,
7442689,7442689,3,
7442690,7442690,3,
7442691,7442691,3,
7442692,7442692,3,
7442693,7442693,3,
7442694,7442694,3,
7442695,7442695,3,
7442696,7442696,3,
7442697,7442697,3,
7442698,7442698,3,
7442699,7442699,3,
7442700,7442700,3,
7442701,7442701,3,
7442702,7442702,3,
7442703,7442703,3,
7442704,7442704,3,
7442707,7442707,3,
7442708,7442708,3,
7442709,7442709,3,
7442710,7442710,3,
7442711,7442711,3,
7442712,7442712,3,
7442713,7442713,3,
7442714,7442714,3,
7442715,7442715,3,
7442716,7442716,3,
7442717,7442717,3,
7442719,7442719,3,
7442720,7442720,3,
7442721,7442721,3,
7442722,7442722,3,
7442723,7442723,3,
7442724,7442724,3,
7442725,7442725,3,
7442726,7442726,3,
7442728,7442728,3,
7442729,7442729,3,
7442730,7442730,3,
7442731,7442731,3,
7442732,7442732,3,
7442733,7442733,3,
7442734,7442734,3,
7442735,7442735,3,
7442736,7442736,3,
7442737,7442737,3,
7442738,7442738,3,
7442739,7442739,3,
7442740,7442740,3,
7442741,7442741,3,
7442742,7442742,3,
7442743,7442743,3,
7442744,7442744,3,
7442745,7442745,3,
7442746,7442746,3,
7442747,7442747,3,
7442748,7442748,3,
7442749,7442749,3,
7442750,7442750,3,
7442751,7442751,3,
7442752,7442752,3,
7442753,7442753,3,
7442754,7442754,3,
7442755,7442755,3,
7442756,7442756,3,
7442757,7442757,3,
7442758,7442758,3,
7442759,7442759,3,
7442760,7442760,3,
7442761,7442761,3,
7442762,7442762,3,
7442763,7442763,3,
7442764,7442764,3,
7442765,7442765,3,
7442766,7442766,3,
7442767,7442767,3,
7442768,7442768,3,
7442769,7442769,3,
7442770,7442770,3,
7442771,7442771,3,
7442772,7442772,3,
7442773,7442773,3,
7442774,7442774,3,
7442775,7442775,3,
7442776,7442776,3,
7442777,7442777,3,
7442778,7442778,3,
7442779,7442779,3,
7442780,7442780,3,
7442781,7442781,3,
7442782,7442782,3,
7442783,7442783,3,
7442784,7442784,3,
7442785,7442785,3,
7442786,7442786,3,
7442787,7442787,3,
7442788,7442788,3,
7442789,7442789,3,
7442790,7442790,2,300
7442791,7442791,3,
7442792,7442792,3,
7442796,7442796,3,
7442797,7442797,3,
7442798,7442798,3,
7442799,7442799,3,
7442800,7442800,3,
7442801,7442801,3,
7442802,7442802,2,300
7442803,7442803,3,
7442807,7442807,3,
7442808,7442808,3,
7442809,7442809,3,
7442810,7442810,3,
7442811,7442811,3,
7442812,7442812,3,
7442817,7442817,3,
7442818,7442818,3,
7442819,7442819,3,
7442820,7442820,3,
7442821,7442821,3,
7442822,7442822,3,
7442823,7442823,3,
7442824,7442824,3,
7442825,7442825,3,
7442826,7442826,3,
7442827,7442827,3,
7442828,7442828,3,
7442829,7442829,3,
7442830,7442830,3,
7442831,7442831,3,
7442832,7442832,3,
7442833,7442833,3,
7442834,7442834,3,
7442835,7442835,3,
7442836,7442836,3,
7442837,7442837,3,
7442838,7442838,3,
7442839,7442839,3,
7442840,7442840,3,
7442841,7442841,3,
7442842,7442842,3,
7442843,7442843,3,
7442844,7442844,3,
7442845,7442845,3,
7442846,7442846,3,
7442847,7442847,3,
7442848,7442848,3,
7442849,7442849,3,
7442850,7442850,3,
7442851,7442851,3,
7442852,7442852,3,
7442853,7442853,3,
7442854,7442854,3,
7442855,7442855,3,
7442856,7442856,3,
7442857,7442857,3,
7442858,7442858,3,
7442859,7442859,3,
7442860,7442860,3,
7442861,7442861,3,
7442862,7442862,3,
7442863,7442863,3,
7442864,7442864,3,
7442865,7442865,3,
7442866,7442866,3,
7442867,7442867,3,
7442868,7442868,3,
7442870,7442870,3,
7442871,7442871,3,
7442872,7442872,3,
7442873,7442873,3,
7442874,7442874,3,
7442875,7442875,3,
7442876,7442876,3,
7442878,7442878,3,
7442879,7442879,3,
7442880,7442880,3,
7442881,7442881,3,
7442882,7442882,3,
7442883,7442883,3,
7442884,7442884,3,
7442885,7442885,3,
7442886,7442886,3,
7442887,7442887,3,
7442888,7442888,3,
7442889,7442889,3,
7442890,7442890,3,
7442891,7442891,3,
7442892,7442892,3,
7442893,7442893,3,
7442894,7442894,3,
7442895,7442895,3,
7442896,7442896,3,
7442897,7442897,3,
7442898,7442898,3,
7442899,7442899,3,
7442900,7442900,3,
7442901,7442901,3,
7442902,7442902,3,
7442903,7442903,3,
7442904,7442904,3,
7442905,7442905,3,
7442906,7442906,3,
7442907,7442907,3,
7442908,7442908,3,
7442909,7442909,3,
7442910,7442910,3,
7442911,7442911,3,
7442912,7442912,3,
7442913,7442913,3,
7442914,7442914,3,
7442915,7442915,3,
7442916,7442916,3,
7442917,7442917,3,
7442918,7442918,3,
7442919,7442919,3,
7442920,7442920,3,
7442921,7442921,3,
7442922,7442922,3,
7442923,7442923,3,
7442924,7442924,3,
7442925,7442925,3,
7442926,7442926,3,
7442927,7442927,3,
7442928,7442928,3,
7442929,7442929,3,
7442930,7442930,3,
7442931,7442931,3,
7442932,7442932,3,
7442933,7442933,3,
7442934,7442934,3,
7442935,7442935,3,
7442936,7442936,3,
7442937,7442937,3,
7442938,7442938,3,
7442939,7442939,3,
7442940,7442940,3,
7442941,7442941,3,
7442942,7442942,3,
7442943,7442943,3,
7442944,7442944,3,
7442945,7442945,3,
7442946,7442946,3,
7442947,7442947,3,
7442948,7442948,3,
7442949,7442949,3,
7442950,7442950,3,
7442951,7442951,3,
7442952,7442952,3,
7442954,7442954,3,
7442955,7442955,3,
7442956,7442956,3,
7442957,7442957,3,
7442958,7442958,3,
7442959,7442959,3,
7442961,7442961,3,
7442962,7442962,3,
7442963,7442963,2,300
7442964,7442964,3,
7442965,7442965,3,
7442966,7442966,3,
7442967,7442967,3,
7442968,7442968,3,
7442969,7442969,3,
7442970,7442970,3,
7442971,7442971,3,
7442972,7442972,3,
7442973,7442973,3,
7442974,7442974,3,
7442975,7442975,3,
7442976,7442976,3,
7442977,7442977,3,
7442978,7442978,3,
7442979,7442979,3,
7442980,7442980,3,
7442981,7442981,3,
7442982,7442982,3,
7442983,7442983,3,
7442984,7442984,3,
7442985,7442985,3,
7442986,7442986,3,
7442987,7442987,3,
7442988,7442988,3,
7442989,7442989,3,
7442990,7442990,3,
7442991,7442991,2,300
7442992,7442992,3,
7442993,7442993,3,
7442994,7442994,3,
7442995,7442995,2,300
7442996,7442996,3,
7442997,7442997,3,
7442998,7442998,3,
7442999,7442999,3,
7443000,7443000,3,
7443001,7443001,3,
7443002,7443002,3,
7443003,7443003,3,
7443005,7443005,3,
7443006,7443006,3,
7443007,7443007,3,
7443008,7443008,3,
7443009,7443009,3,
7443010,7443010,3,
7443011,7443011,3,
7443012,7443012,3,
7443013,7443013,3,
7443014,7443014,3,
7443016,7443016,3,
7443017,7443017,3,
7443018,7443018,3,
7443019,7443019,3,
7443020,7443020,3,
7443021,7443021,3,
7443022,7443022,3,
7443023,7443023,3,
7443024,7443024,3,
7443025,7443025,3,
7443026,7443026,3,
7443027,7443027,3,
7443028,7443028,3,
7443029,7443029,3,
7443030,7443030,3,
7443031,7443031,3,
7443032,7443032,3,
7443033,7443033,3,
7443034,7443034,3,
7443035,7443035,3,
7443037,7443037,3,
7443038,7443038,3,
7443039,7443039,3,
7443040,7443040,3,
7443041,7443041,3,
7443042,7443042,3,
7443043,7443043,3,
7443044,7443044,3,
7443045,7443045,3,
7443046,7443046,3,
7443047,7443047,3,
7443048,7443048,3,
7443049,7443049,3,
7443050,7443050,3,
7443051,7443051,3,
7443052,7443052,3,
7443053,7443053,3,
7443054,7443054,3,
7443055,7443055,3,
7443056,7443056,3,
7443057,7443057,3,
7443058,7443058,3,
7443059,7443059,3,
7443060,7443060,3,
7443061,7443061,3,
7443062,7443062,3,
7443063,7443063,3,
7443064,7443064,3,
7443065,7443065,3,
7443066,7443066,3,
7443067,7443067,3,
7443068,7443068,3,
7443069,7443069,3,
7443072,7443072,3,
7443073,7443073,3,
7443074,7443074,3,
7443075,7443075,3,
7443076,7443076,3,
7443077,7443077,3,
7443078,7443078,3,
7443079,7443079,3,
7443080,7443080,3,
7443081,7443081,3,
7443082,7443082,3,
7443083,7443083,3,
7443084,7443084,3,
7443085,7443085,3,
7443086,7443086,3,
7443087,7443087,3,
7443088,7443088,3,
7443089,7443089,3,
7443090,7443090,3,
7443091,7443091,3,
7443092,7443092,3,
7443093,7443093,3,
7443094,7443094,3,
7443095,7443095,3,
7443096,7443096,3,
7443097,7443097,3,
7443098,7443098,3,
7443099,7443099,3,
7443100,7443100,3,
7443101,7443101,3,
7443102,7443102,3,
7443103,7443103,3,
7443104,7443104,3,
7443105,7443105,3,
7443106,7443106,3,
7443107,7443107,3,
7443108,7443108,3,
7443109,7443109,3,
7443110,7443110,3,
7443111,7443111,3,
7443112,7443112,3,
7443113,7443113,3,
7443114,7443114,3,
7443115,7443115,3,
7443116,7443116,3,
7443117,7443117,3,
7443118,7443118,3,
7443119,7443119,2,300
7443120,7443120,3,
7443121,7443121,3,
7443123,7443123,3,
7443124,7443124,3,
7443125,7443125,3,
7443126,7443126,3,
7443127,7443127,3,
7443128,7443128,3,
7443131,7443131,3,
7443132,7443132,3,
7443133,7443133,3,
7443134,7443134,3,
7443135,7443135,3,
7443136,7443136,3,
7443137,7443137,3,
7443138,7443138,3,
7443139,7443139,3,
7443140,7443140,3,
7443141,7443141,3,
7443142,7443142,3,
7443143,7443143,3,
7443144,7443144,3,
7443145,7443145,3,
7443146,7443146,3,
7443147,7443147,3,
7443148,7443148,3,
7443149,7443149,3,
7443150,7443150,3,
7443151,7443151,3,
7443152,7443152,3,
7443153,7443153,3,
7443154,7443154,3,
7443155,7443155,3,
7443156,7443156,3,
7443157,7443157,3,
7443158,7443158,3,
7443159,7443159,3,
7443160,7443160,3,
7443161,7443161,3,
7443162,7443162,3,
7443163,7443163,3,
7443164,7443164,3,
7443165,7443165,3,
7443166,7443166,3,
7443167,7443167,3,
7443168,7443168,3,
7443169,7443169,3,
7443170,7443170,3,
7443171,7443171,3,
7443172,7443172,3,
7443173,7443173,3,
7443174,7443174,2,300
7443175,7443175,3,
7443176,7443176,3,
7443177,7443177,3,
7443178,7443178,3,
7443179,7443179,3,
7443180,7443180,3,
7443181,7443181,3,
7443182,7443182,3,
7443183,7443183,3,
7443184,7443184,3,
7443185,7443185,3,
7443186,7443186,3,
7443187,7443187,3,
7443188,7443188,3,
7443189,7443189,3,
7443190,7443190,3,
7443191,7443191,3,
7443192,7443192,3,
7443193,7443193,3,
7443194,7443194,3,
7443195,7443195,3,
7443196,7443196,3,
7443197,7443197,3,
7443198,7443198,3,
7443199,7443199,3,
7443200,7443200,3,
7443201,7443201,3,
7443202,7443202,3,
7443203,7443203,3,
7443204,7443204,3,
7443205,7443205,3,
7443206,7443206,3,
7443207,7443207,3,
7443208,7443208,3,
7443209,7443209,3,
7443210,7443210,3,
7443211,7443211,3,
7443212,7443212,3,
7443213,7443213,3,
7443214,7443214,3,
7443215,7443215,3,
7443216,7443216,3,
7443217,7443217,3,
7443218,7443218,3,
7443219,7443219,3,
7443220,7443220,3,
7443221,7443221,3,
7443222,7443222,3,
7443223,7443223,3,
7443224,7443224,3,
7443225,7443225,3,
7443226,7443226,3,
7443227,7443227,3,
7443228,7443228,3,
7443229,7443229,3,
7443230,7443230,3,
7443231,7443231,3,
7443232,7443232,3,
7443233,7443233,3,
7443234,7443234,3,
7443235,7443235,3,
7443236,7443236,3,
7443237,7443237,3,
7443238,7443238,3,
7443239,7443239,3,
7443240,7443240,3,
7443241,7443241,3,
7443242,7443242,3,
7443243,7443243,3,
7443244,7443244,3,
7443245,7443245,3,
7443246,7443246,3,
7443247,7443247,3,
7443248,7443248,3,
7443250,7443250,3,
7443251,7443251,3,
7443252,7443252,3,
7443253,7443253,3,
7443254,7443254,3,
7443255,7443255,3,
7443256,7443256,3,
7443257,7443257,3,
7443258,7443258,3,
7443259,7443259,3,
7443260,7443260,3,
7443261,7443261,3,
7443262,7443262,3,
7443263,7443263,3,
7443264,7443264,3,
7443265,7443265,3,
7443266,7443266,3,
7443267,7443267,3,
7443268,7443268,3,
7443270,7443270,3,
7443271,7443271,3,
7443272,7443272,3,
7443273,7443273,3,
7443274,7443274,3,
7443275,7443275,3,
7443276,7443276,3,
7443277,7443277,3,
7443278,7443278,3,
7443279,7443279,3,
7443280,7443280,3,
7443281,7443281,3,
7443282,7443282,3,
7443283,7443283,3,
7443284,7443284,3,
7443285,7443285,3,
7443286,7443286,3,
7443287,7443287,3,
7443288,7443288,3,
7443289,7443289,3,
7443290,7443290,3,
7443292,7443292,3,
7443293,7443293,3,
7443294,7443294,3,
7443295,7443295,3,
7443296,7443296,3,
7443298,7443298,3,
7443305,7443305,3,
7443306,7443306,3,
7443309,7443309,3,
7443310,7443310,2,1800
7443311,7443311,3,
7443317,7443317,3,
7443318,7443318,3,
7443324,7443324,3,
7443326,7443326,3,
7443329,7443329,3,
7443330,7443330,3,
7443331,7443331,3,
7443332,7443332,3,
7443333,7443333,3,
7443334,7443334,3,
7443335,7443335,3,
7443336,7443336,3,
7443337,7443337,3,
7443338,7443338,3,
7443339,7443339,3,
7443340,7443340,3,
7443341,7443341,3,
7443342,7443342,3,
7443343,7443343,3,
7443344,7443344,3,
7443345,7443345,3,
7443346,7443346,3,
7443347,7443347,3,
7443348,7443348,3,
7443349,7443349,3,
7443350,7443350,3,
7443351,7443351,3,
7443352,7443352,3,
7443353,7443353,3,
7443357,7443357,2,180
7443360,7443360,3,
7443361,7443361,3,
7443362,7443362,3,
7443363,7443363,3,
7443364,7443364,3,
7443365,7443365,3,
7443366,7443366,3,
7443367,7443367,3,
7443368,7443368,3,
7443369,7443369,3,
7443370,7443370,3,
7443371,7443371,3,
7443372,7443372,3,
7443373,7443373,3,
7443374,7443374,3,
7443375,7443375,3,
7443376,7443376,3,
7443377,7443377,3,
7443378,7443378,3,
7443380,7443380,3,
7443381,7443381,3,
7443382,7443382,3,
7443383,7443383,3,
7443384,7443384,3,
7443385,7443385,3,
7443386,7443386,3,
7443387,7443387,3,
7443388,7443388,3,
7443389,7443389,3,
7443390,7443390,3,
7443391,7443391,3,
7443392,7443392,3,
7443393,7443393,3,
7443394,7443394,3,
7443395,7443395,3,
7443397,7443397,3,
7443398,7443398,3,
7443399,7443399,3,
7443400,7443400,3,
7443401,7443401,3,
7443403,7443403,3,
7443404,7443404,3,
7443405,7443405,3,
7443406,7443406,3,
7443407,7443407,3,
7443408,7443408,3,
7443409,7443409,3,
7443410,7443410,3,
7443411,7443411,3,
7443412,7443412,3,
7443413,7443413,3,
7443415,7443415,3,
7443416,7443416,3,
7443417,7443417,3,
7443418,7443418,3,
7443419,7443419,3,
7443420,7443420,3,
7443421,7443421,3,
7443422,7443422,3,
7443423,7443423,3,
7443425,7443425,3,
7443426,7443426,3,
7443427,7443427,3,
7443428,7443428,3,
7443429,7443429,3,
7443431,7443431,3,
7443432,7443432,3,
7443433,7443433,3,
7443434,7443434,3,
7443435,7443435,3,
7443437,7443437,2,180
7443438,7443438,3,
7443440,7443440,3,
7443442,7443442,3,
7443444,7443444,3,
7443449,7443449,2,300
7443450,7443450,3,
7443451,7443451,3,
7443453,7443453,3,
7443454,7443454,3,
7443455,7443455,3,
7443456,7443456,3,
7443457,7443457,3,
7443458,7443458,3,
7443459,7443459,3,
7443460,7443460,3,
7443462,7443462,3,
7443463,7443463,3,
7443464,7443464,3,
7443465,7443465,3,
7443466,7443466,3,
